State,District,City,State_Encoded
Assam,Barpeta,Pathsala,3
Punjab,Patiala,Patiala,27
Uttar Pradesh,Etah,Patiyali,32
Bihar,Patna,Patna,4
Orissa,Balangir,Patnagarh,25
Jharkhand,Hazaribag,Patratu,15
West Bengal,Darjiling,Pattabong Tea Garden,34
Orissa,Kendrapara,Pattamundai,25
Jammu & Kashmir,Baramula,Pattan,14
Karnataka,Bangalore,Pattanagere,16
Punjab,Amritsar,Patti,27
Uttar Pradesh,Pratapgarh,Patti,32
Tamil Nadu,Namakkal,Pattinam,30
Kerala,Kannur,Pattiom,17
Tamil Nadu,Dindigul,Pattiveeranpatti,30
Punjab,Patiala,Pattran,27
Tamil Nadu,Thanjavur,Pattukkottai,30
West Bengal,Barddhaman,Patuli,34
West Bengal,North Twentyfour Parganas,Patulia,34
Maharashtra,Akola,Patur,20
Maharashtra,Bhandara,Pauni,20
Uttaranchal,Garhwal,Pauri,33
Karnataka,Tumkur,Pavagada,16
Kerala,Thrissur,Pavaratty,17
Madhya Pradesh,Panna,Pawai,19
Punjab,Ludhiana,Payal,27
Kerala,Kannur,Payyannur,17
Tamil Nadu,Kanniyakumari,Pazhugal,30
Andhra Pradesh,Krishna,Pedana,1
Andhra Pradesh,East Godavari,Peddapuram,1
Tamil Nadu,Kancheepuram,Peerkankaranai,30
Delhi *,North West,Pehlad Pur Bangar,9
Haryana,Kurukshetra,Pehowa,12
Maharashtra,Raigarh,Pen,20
Chhattisgarh,Bilaspur,Pendra,6
Goa,North Goa,Penha-De-Franca,10
Tamil Nadu,Cuddalore,Pennadam,30
Tamil Nadu,Dharmapuri,Pennagaram,30
Tamil Nadu,Vellore,Pennathur,30
Tamil Nadu,Madurai,Peraiyur,30
Kerala,Thrissur,Perakam,17
Tamil Nadu,Thiruvarur,Peralam,30
Kerala,Kannur,Peralasseri,17
Tamil Nadu,Perambalur,Perambalur,30
Tamil Nadu,Tiruvanamalai,Peranamallur,30
Tamil Nadu,Thanjavur,Peravurani,30
Kerala,Kannur,Peringathur,17
Kerala,Malappuram,Perinthalmanna,17
Tamil Nadu,Coimbatore,Periya Negamam,30
Tamil Nadu,Erode,Periyakodiveri,30
Tamil Nadu,Theni,Periyakulam,30
Tamil Nadu,Coimbatore,Periyanaickenpalayam,30
Tamil Nadu,Namakkal,Periyapatti,30
Tamil Nadu,Erode,Periyasemur,30
Tamil Nadu,Vellore,Pernampattu,30
Goa,North Goa,Pernem,10
Tamil Nadu,Thanjavur,Perumagalur,30
Tamil Nadu,Thanjavur,Perumandi,30
Kerala,Kottayam,Perumbaikad,17
Kerala,Ernakulam,Perumbavoor,17
Tamil Nadu,Vellore,Perumuchi,30
Tamil Nadu,Erode,Perundurai,30
Tamil Nadu,Kancheepuram,Perungalathur,30
Tamil Nadu,Kancheepuram,Perungudi,30
Tamil Nadu,Toothukudi,Perungulam,30
Tamil Nadu,Coimbatore,Perur,30
Maharashtra,Nanded,Peth Umri,20
Tamil Nadu,Erode,Pethampalayam,30
Tamil Nadu,Salem,Pethanaickenpalayam,30
Gujarat,Anand,Petlad,11
Madhya Pradesh,Jhabua,Petlawad,19
Gujarat,Vadodara,Petro Chemical Complex Ina,11
Punjab,Kapurthala,Phagwara,27
Uttar Pradesh,Meerut,Phalauda,32
Rajasthan,Pali,Phalna,28
Rajasthan,Jodhpur,Phalodi,28
Maharashtra,Satara,Phaltan,20
Uttar Pradesh,Auraiya,Phaphund,32
Nagaland,Phek,Phek,24
Punjab,Jalandhar,Phillaur,27
Orissa,Kandhamal,Phulabani,25
Rajasthan,Jaipur,Phulera,28
West Bengal,Nadia,Phulia,34
Uttar Pradesh,Allahabad,Phulpur,32
Uttar Pradesh,Azamgarh,Phulpur,32
Bihar,Patna,Phulwari Sharif,4
Uttar Pradesh,Varanasi,Phulwaria,32
Chhattisgarh,Surguja,Phunderdihari,6
Madhya Pradesh,Bhind,Phuphkalan,19
Jharkhand,Bokaro,Phusro,15
Madhya Pradesh,Gwalior,Pichhore,19
Madhya Pradesh,Shivpuri,Pichhore,19
Uttar Pradesh,Hardoi,Pihani,32
Rajasthan,Jhunjhunun,Pilani,28
Rajasthan,Hanumangarh,Pilibanga,28
Uttar Pradesh,Pilibhit,Pilibhit,32
Uttar Pradesh,Aligarh,Pilkhana,32
Uttar Pradesh,Ghaziabad,Pilkhuwa,32
Tamil Nadu,Namakkal,Pillanallur,30
Maharashtra,Pune,Pimpri Chinchwad,20
Uttar Pradesh,Agra,Pinahat,32
Kerala,Kannur,Pinarayi,17
Rajasthan,Sirohi,Pindwara,28
Haryana,Panchkula,Pinjore,12
Uttar Pradesh,Bareilly,Pipalsana Chaudhari,32
Rajasthan,Jodhpur,Piparcity,28
Madhya Pradesh,Hoshangabad,Pipariya,19
Madhya Pradesh,Jabalpur,Pipariya,19
Uttar Pradesh,Gorakhpur,Pipiganj,32
Orissa,Puri,Pipili,25
Madhya Pradesh,Ratlam,Piploda,19
Madhya Pradesh,Mandsaur,Piplya Mandi,19
Uttar Pradesh,Gorakhpur,Pipraich,32
Uttar Pradesh,Sonbhadra,Pipri,32
Rajasthan,Jhalawar,Pirawa,28
Karnataka,Mysore,Piriyapatna,16
Bihar,Bhojpur,Piro,4
Andhra Pradesh,East Godavari,Pitapuram,1
Madhya Pradesh,Dhar,Pithampur,19
Chhattisgarh,Mahasamund,Pithora,6
Uttaranchal,Pithoragarh,Pithoragarh,33
West Bengal,Haora,Podara,34
Rajasthan,Jaisalmer,Pokaran,28
Maharashtra,Raigarh,Poladpur,20
Orissa,Ganjam,Polasara,25
Madhya Pradesh,Shajapur,Polay Kalan,19
Tamil Nadu,Kancheepuram,Polichalur,30
Tamil Nadu,Coimbatore,Pollachi,30
Tamil Nadu,Tiruvanamalai,Polur,30
Goa,North Goa,Ponda,10
Jharkhand,Dhanbad,Pondar Kanali,15
Pondicherry *,Pondicherry,Pondicherry,26
Tamil Nadu,Kanniyakumari,Ponmani,30
Tamil Nadu,Pudukkottai,Ponnamaravathi,30
Tamil Nadu,Tiruchirappalli,Ponnampatti,30
Kerala,Malappuram,Ponnani,17
Tamil Nadu,Thiruvallur,Ponneri,30
Andhra Pradesh,Guntur,Ponnur,1
Tamil Nadu,Perambalur,Poolambadi,30
Tamil Nadu,Salem,Poolampatti,30
Tamil Nadu,Coimbatore,Pooluvapatti,30
Tamil Nadu,Thiruvallur,Poonamallee,30
Delhi *,North West,Pooth Kalan,9
Delhi *,North West,Pooth Khurd,9
Gujarat,Porbandar,Porbandar,11
Manipur,Imphal East,Porompat,21
Madhya Pradesh,Morena,Porsa,19
Andaman & Nicobar Islands *,Andamans,Port Blair,0
Tamil Nadu,Thiruvallur,Porur,30
Tamil Nadu,Namakkal,Pothanur,30
Tamil Nadu,Thiruvallur,Pothatturpettai,30
Kerala,Thrissur,Pottore,17
Uttar Pradesh,Shahjahanpur,Powayan,32
Gujarat,Sabar Kantha,Prantij,11
Tripura,West Tripura,Pratapgarh,31
Rajasthan,Chittaurgarh,Pratapgarh,28
Uttar Pradesh,Pratapgarh,Pratapgarh City,32
Orissa,Khordha,Pratapsasan,25
Uttaranchal,Dehradun,Pratitnagar,33
West Bengal,Barddhaman,Prayagpur,34
Madhya Pradesh,Tikamgarh,Prithvipur,19
Andhra Pradesh,Cuddapah,Proddatur,1
Karnataka,Dakshina Kannada,Pudu,16
Tamil Nadu,Kanniyakumari,Pudukadai,30
Tamil Nadu,Pudukkottai,Pudukkottai,30
Tamil Nadu,Namakkal,Pudupalaiyam Aghraharam,30
Tamil Nadu,Tiruvanamalai,Pudupalayam,30
Tamil Nadu,Theni,Pudupatti,30
Tamil Nadu,Virudhunagar,Pudupatti,30
Tamil Nadu,Kancheepuram,Pudupattinam,30
Tamil Nadu,Tirunelveli,Pudur (S),30
Tamil Nadu,Sivaganga,Puduvayal,30
West Bengal,South Twentyfour Parganas,Pujali,34
Uttar Pradesh,Kanpur Dehat,Pukhrayan,32
Delhi *,South,Pul Pehlad,9
Maharashtra,Wardha,Pulgaon,20
Tamil Nadu,Tirunelveli,Puliyankudi,30
Tamil Nadu,Kapur,Puliyur,30
Tamil Nadu,Tiruchirappalli,Pullampadi,30
Jammu & Kashmir,Pulwama,Pulwama,14
Haryana,Gurgaon,Punahana,12
Kerala,Kollam,Punalur,17
Jammu & Kashmir,Punch,Punch,14
Haryana,Kaithal,Pundri,12
Maharashtra,Pune,Pune,20
Andhra Pradesh,Chittoor,Punganur,1
Tamil Nadu,Kapur,Punjai Thottakurichi,30
Tamil Nadu,Kapur,Punjaipugalur,30
Tamil Nadu,Erode,Punjaipuliampatti,30
Kerala,Thrissur,Puranattukara,17
Uttar Pradesh,Pilibhit,Puranpur,32
West Bengal,Hugli,Purba Tajpur,34
Uttar Pradesh,Hathras,Purdilnagar,32
Orissa,Puri,Puri,25
Maharashtra,Parbhani,Purna,20
Bihar,Purnia,Purnia,4
Uttar Pradesh,Muzaffarnagar,Purquazi,32
West Bengal,Puruliya,Puruliya,34
Maharashtra,Nandurbar,Purushottamnagar,20
Orissa,Ganjam,Purusottampur,25
Uttar Pradesh,Unnao,Purwa,32
Maharashtra,Yavatmal,Pusad,20
Rajasthan,Ajmer,Pushkar,28
Tamil Nadu,Kanniyakumari,Puthalam,30
Kerala,Thrissur,Puthukkad,17
Kerala,Palakkad,Puthunagaram,17
Andhra Pradesh,Chittoor,Puttur,1
Karnataka,Dakshina Kannada,Puttur,16
Tamil Nadu,Tiruchirappalli,Puvalur,30
Tamil Nadu,Thiruvallur,Puzhal,30
Kerala,Kannur,Puzhathi,17
Tamil Nadu,Kancheepuram,Puzhithivakkam (Ullagaram),30
Meghalaya,East Khasi Hills,Pynthorumkhrah,22
Punjab,Gurdaspur,Qadian,27
Uttar Pradesh,Aligarh,Qasimpur Power House Colony,32
Jammu & Kashmir,Anantnag,Qazigund,14
Delhi *,West,Quammruddin Nagar,9
Goa,South Goa,Quepem,10
Goa,North Goa,Queula,10
Kerala,Kozhikode,Quilandy,17
Andhra Pradesh,Rangareddi,Quthbullapur,1
Tamil Nadu,Namakkal,R.Pudupatti,30
Tamil Nadu,Ramanathapuram,R.S.Mangalam,30
Karnataka,Bagalkot,Rabkavi Banhatti,16
Uttar Pradesh,Gautam Buddha Nagar,Rabupura,32
Haryana,Yamunanagar,Radaur,12
Uttar Pradesh,Mathura,Radhakund,32
Gujarat,Patan,Radhanpur,11
Uttar Pradesh,Rae Bareli,Rae Bareli,32
Bihar,Aurangabad,Rafiganj,4
Madhya Pradesh,Guna,Raghogarh -Vijaypur,19
West Bengal,Haora,Raghudebbati,34
West Bengal,Barddhaman,Raghunathchak,34
Bihar,Katihar,Raghunathpur,4
West Bengal,Puruliya,Raghunathpur,34
West Bengal,Hugli,Raghunathpur (Ps-Dankuni),34
West Bengal,Hugli,Raghunathpur (Ps-Magra),34
Madhya Pradesh,Sagar,Rahatgarh,19
Maharashtra,Satara,Rahimatpur,20
Punjab,Nawanshahr,Rahon,27
Maharashtra,Ahmadnagar,Rahta Pimplas,20
Maharashtra,Ahmadnagar,Rahuri,20
Karnataka,Raichur,Raichur,16
West Bengal,North Twentyfour Parganas,Raigachhi,34
West Bengal,Uttar Dinajpur,Raiganj,34
Chhattisgarh,Raigarh,Raigarh,6
Punjab,Ludhiana,Raikot,27
Uttaranchal,Dehradun,Raipur,33
Chhattisgarh,Raipur,Raipur,6
Haryana,Panchkula,Raipur Rani,12
Orissa,Mayurbhanj,Rairangpur,25
Madhya Pradesh,Raisen,Raisen,19
Rajasthan,Ganganagar,Raisinghnagar,28
Uttar Pradesh,Etah,Raja Ka Rampur,32
Orissa,Sundargarh,Rajagangapur,25
Andhra Pradesh,East Godavari,Rajahmundry,1
Madhya Pradesh,Sagar,Rajakhedi,19
Rajasthan,Dhaulpur,Rajakhera,28
Rajasthan,Churu,Rajaldesar,28
Andhra Pradesh,Srikakulam,Rajam,1
Tamil Nadu,Virudhunagar,Rajapalayam,30
Maharashtra,Ratnagiri,Rajapur,20
Uttar Pradesh,Chitrakoot,Rajapur,32
West Bengal,North Twentyfour Parganas,Rajarhat Gopalpur,34
Punjab,Amritsar,Rajasansi,27
Jammu & Kashmir,Rajauri,Rajauri,14
Andhra Pradesh,Rangareddi,Rajendranagar,1
Chhattisgarh,Korba,Rajgamar,6
Rajasthan,Churu,Rajgarh,28
Rajasthan,Alwar,Rajgarh,28
Himachal Pradesh,Sirmaur,Rajgarh,13
Madhya Pradesh,Dhar,Rajgarh,19
Madhya Pradesh,Rajgarh,Rajgarh,19
Bihar,Nalanda,Rajgir,4
Maharashtra,Pune,Rajgurunagar (Khed),20
Gujarat,Rajkot,Rajkot,11
Jharkhand,Sahibganj,Rajmahal,15
Madhya Pradesh,Chhatarpur,Rajnagar,19
Chhattisgarh,Rajnandgaon,Rajnandgaon,6
Delhi *,South West,Rajokri,9
Gujarat,Narmada,Rajpipla,11
Madhya Pradesh,Barwani,Rajpur,19
West Bengal,South Twentyfour Parganas,Rajpur Sonarpur,34
Punjab,Patiala,Rajpura,27
Rajasthan,Rajsamand,Rajsamand,28
Gujarat,Amreli,Rajula,11
Maharashtra,Yavatmal,Rajur,20
Maharashtra,Chandrapur,Rajura,20
Jammu & Kashmir,Jammu,Ram Garh,14
Andhra Pradesh,Medak,Ramachandrapuram,1
Andhra Pradesh,East Godavari,Ramachandrapuram,1
Andhra Pradesh,Medak,Ramachandrapuram-Bhel Township ),1
Andhra Pradesh,Karimnagar,Ramagundam,1
Punjab,Bathinda,Raman,27
Karnataka,Bangalore Rural,Ramanagaram,16
Tamil Nadu,Ramanathapuram,Ramanathapuram,30
Kerala,Kozhikode,Ramanattukara,17
Andhra Pradesh,East Godavari,Ramanayyapeta,1
Chhattisgarh,Surguja,Ramanujganj,6
Tamil Nadu,Thiruvallur,Ramapuram,30
Andhra Pradesh,Kurnool,Ramapuram,1
Jammu & Kashmir,Doda,Ramban,14
Orissa,Ganjam,Rambha,25
West Bengal,Haora,Ramchandrapur,34
Punjab,Amritsar,Ramdass,27
Karnataka,Belgaum,Ramdurg,16
Andhra Pradesh,Cuddapah,Rameswaram,1
Tamil Nadu,Ramanathapuram,Rameswaram,30
Rajasthan,Kota,Ramganj Mandi,28
Rajasthan,Sikar,Ramgarh,28
Jharkhand,Hazaribag,Ramgarh Cantonment,15
West Bengal,Medinipur,Ramjibanpur,34
Uttar Pradesh,Kushinagar,Ramkola,32
Bihar,Pashchim Champaran,Ramnagar,4
West Bengal,Barddhaman,Ramnagar,34
Jammu & Kashmir,Udhampur,Ramnagar,14
Uttaranchal,Nainital,Ramnagar,33
Uttar Pradesh,Barabanki,Ramnagar,32
Uttar Pradesh,Varanasi,Ramnagar,32
Gujarat,Ahmadabad,Ramol,11
Andhra Pradesh,East Godavari,Rampachodavaram,1
Uttar Pradesh,Rampur,Rampur,32
Himachal Pradesh,Shimla,Rampur,13
Madhya Pradesh,Satna,Rampur Baghelan,19
Uttar Pradesh,Barabanki,Rampur Bhawanipur,32
Uttar Pradesh,Deoria,Rampur Karkhana,32
Uttar Pradesh,Saharanpur,Rampur Maniharan,32
Madhya Pradesh,Sidhi,Rampur Naikin,19
Madhya Pradesh,Neemuch,Rampura,19
Uttar Pradesh,Jalaun,Rampura,32
Punjab,Bathinda,Rampura Phul,27
West Bengal,Birbhum,Rampurhat,34
Maharashtra,Nagpur,Ramtek,20
West Bengal,Nadia,Ranaghat,34
Madhya Pradesh,Jhabua,Ranapur,19
Gujarat,Porbandar,Ranavav,11
Jammu & Kashmir,Jammu,Ranbir Singh Pora,14
Jharkhand,Ranchi,Ranchi,15
Assam,Sonitpur,Rangapara,3
Assam,Kamrup,Rangia,3
Sikkim,East,Rangpo,29
Rajasthan,Pali,Rani,28
Haryana,Sirsa,Rania,12
Karnataka,Haveri,Ranibennur,16
West Bengal,Barddhaman,Raniganj,34
Uttaranchal,Almora,Ranikhet,33
Gujarat,Ahmadabad,Ranip,11
Tamil Nadu,Vellore,Ranipettai,30
Uttar Pradesh,Jhansi,Ranipur,32
Tripura,West Tripura,Ranirbazar,31
Gujarat,Vadodara,Ranoli,11
Gujarat,Kachchh,Rapar,11
Uttar Pradesh,Bijnor,Rashidpur Garhi,32
Tamil Nadu,Namakkal,Rasipuram,30
Uttar Pradesh,Ballia,Rasra,32
Uttar Pradesh,Unnao,Rasulabad,32
Rajasthan,Churu,Ratangarh,28
Madhya Pradesh,Neemuch,Ratangarh,19
Rajasthan,Churu,Ratannagar,28
Chhattisgarh,Bilaspur,Ratanpur,6
Uttar Pradesh,Hamirpur,Rath,32
Haryana,Fatehabad,Ratia,12
West Bengal,Barddhaman,Ratibati,34
Madhya Pradesh,Ratlam,Ratlam,19
Madhya Pradesh,Ratlam,Ratlam Rly. Colony (Ratlam Kasba),19
Maharashtra,Ratnagiri,Ratnagiri,20
Madhya Pradesh,Indore,Rau,19
Orissa,Sundargarh,Raurkela,25
Orissa,Sundargarh,Raurkela Industrialship,25
Maharashtra,Jalgaon,Raver,20
Himachal Pradesh,Mandi,Rawalsar,13
Rajasthan,Chittaurgarh,Rawatbhata,28
Rajasthan,Hanumangarh,Rawatsar,28
Bihar,Purba Champaran,Raxaul Bazar,4
Uttar Pradesh,Mathura,Raya,32
Andhra Pradesh,Cuddapah,Rayachoti,1
Andhra Pradesh,Anantapur,Rayadurg,1
Orissa,Rayagada,Rayagada,25
Tamil Nadu,Tirunelveli,Rayagiri,30
Karnataka,Belgaum,Raybag,16
Punjab,Amritsar,Rayya,27
Jammu & Kashmir,Udhampur,Reasi,14
Orissa,Sambalpur,Redhakhol,25
Rajasthan,Sikar,Reengus,28
Tamil Nadu,Kanniyakumari,Reethapuram,30
Jammu & Kashmir,Udhampur,Rehambal,14
Madhya Pradesh,Sagar,Rehli,19
Madhya Pradesh,Sehore,Rehti,19
Goa,North Goa,Reis Magos,10
Jharkhand,Hazaribag,Religara Alias Pachhiari,15
Orissa,Baleshwar,Remuna,25
Orissa,Anugul,Rengali Dam Projectship,25
Andhra Pradesh,Chittoor,Renigunta,1
Uttar Pradesh,Sonbhadra,Renukoot,32
Uttar Pradesh,Ballia,Reoti,32
Andhra Pradesh,Guntur,Repalle,1
Meghalaya,East Garo Hills,Resubelpara,22
Bihar,Saran,Revelganj,4
Madhya Pradesh,Rewa,Rewa,19
Haryana,Rewari,Rewari,12
Haryana,Rewari,Rewari (Rural),12
Uttar Pradesh,Bareilly,Richha,32
Rajasthan,Udaipur,Rikhabdeo,28
Uttaranchal,Dehradun,Rishikesh,33
West Bengal,Hugli,Rishra,34
Uttar Pradesh,Bahraich,Risia Bazar,32
Maharashtra,Washim,Risod,20
Uttar Pradesh,Bareilly,Rithora,32
Uttar Pradesh,Shahjahanpur,Rly. Settlement Roza,32
Uttar Pradesh,Sonbhadra,Robertsganj,32
Karnataka,Kolar,Robertson Pet,16
Maharashtra,Raigarh,Roha Ashtami,20
Jharkhand,Dhanbad,Rohraband,15
Himachal Pradesh,Shimla,Rohru,13
Haryana,Rohtak,Rohtak,12
Arunachal Pradesh,Dibang Valley,Roing,2
Karnataka,Gadag,Ron,16
Uttaranchal,Hardwar,Roorkee,33
Tamil Nadu,Virudhunagar,Rosalpatti,30
Bihar,Samastipur,Rosera,4
Delhi *,South West,Roshan Pura Alias Dichaon Khurd,9
Uttar Pradesh,Faizabad,Rudauli,32
Uttar Pradesh,Budaun,Rudayan,32
Uttaranchal,Rudraprayag,Rudra Prayag,33
Uttaranchal,Udham Singh Nagar,Rudrapur,33
Uttar Pradesh,Deoria,Rudrapur,32
Tamil Nadu,Erode,Rudravathi,30
West Bengal,North Twentyfour Parganas,Ruiya,34
Madhya Pradesh,Indore,Runji Gautampura,19
Punjab,Rupnagar,Rupnagar,27
Uttar Pradesh,Kanpur Dehat,Rura,32
Punjab,Patiala,Rurki Kasba,27
Uttar Pradesh,Moradabad,Rustamnagar Sahaspur,32
Tamil Nadu,Tiruchirappalli,S. Kannanur,30
Punjab,Rupnagar,S.A.S. Nagar (Mohali),27
Tamil Nadu,Virudhunagar,S.Kodikulam,30
Tamil Nadu,Coimbatore,S.Nallur,30
West Bengal,Puruliya,S.T. Power Project Town,34
Madhya Pradesh,Morena,Sabalgarh,19
Himachal Pradesh,Solan,Sabathu,13
Tripura,South Tripura,Sabroom,31
Gujarat,Surat,Sachin,11
Gujarat,Surat,Sachin Ina,11
Uttar Pradesh,Hathras,Sadabad,32
Karnataka,Belgaum,Sadalgi,16
Andhra Pradesh,Medak,Sadasivpet,1
Uttar Pradesh,Ghazipur,Sadat,32
Delhi *,North East,Sadat Pur Gujran,9
Haryana,Yamunanagar,Sadaura,12
West Bengal,North Twentyfour Parganas,Sadpur,34
Rajasthan,Pali,Sadri,28
Rajasthan,Ganganagar,Sadulshahar,28
Haryana,Jind,Safidon,12
Uttar Pradesh,Unnao,Safipur,32
Madhya Pradesh,Sagar,Sagar,19
Karnataka,Shimoga,Sagar,16
Madhya Pradesh,Sagar,Sagar Cantt.,19
Rajasthan,Dungarpur,Sagwara,28
West Bengal,Murshidabad,Sahajadpur,34
Uttar Pradesh,Bijnor,Sahanpur,32
West Bengal,Haora,Sahapur,34
Uttar Pradesh,Saharanpur,Saharanpur,32
Bihar,Saharsa,Saharsa,4
Uttar Pradesh,Bijnor,Sahaspur,32
Uttar Pradesh,Budaun,Sahaswan,32
Uttar Pradesh,Ballia,Sahatwar,32
Uttar Pradesh,Etah,Sahawar,32
Delhi *,North West,Sahibabad Daulat Pur,9
Jharkhand,Sahibganj,Sahibganj,15
Uttar Pradesh,Gorakhpur,Sahjanwa,32
Punjab,Ludhiana,Sahnewal,27
Jharkhand,Dhanbad,Sahnidih,15
Uttar Pradesh,Hathras,Sahpau Np,32
Uttar Pradesh,Budaun,Saidpur,32
Uttar Pradesh,Ghazipur,Saidpur,32
Delhi *,South,Saidul Ajaib,9
Mizoram,Saiha,Saiha,23
Madhya Pradesh,Ratlam,Sailana,19
Maharashtra,Parbhani,Sailu,20
Uttar Pradesh,Bareilly,Sainthal,32
West Bengal,Birbhum,Sainthia,34
Mizoram,Aizawl,Sairang,23
Mizoram,Aizawl,Saitual,23
Uttar Pradesh,Chandauli,Saiyad Raja,32
Uttar Pradesh,Budaun,Sakhanu,32
Uttar Pradesh,Etah,Sakit,32
Karnataka,Hassan,Sakleshpur,16
Chhattisgarh,Janjgir-Champa,Sakti,6
Assam,Kokrajhar,Salakati,3
Tamil Nadu,Erode,Salangapalayam,30
West Bengal,Haora,Salap,34
Uttar Pradesh,Gautam Buddha Nagar,Salarpur Khadar,32
Gujarat,Jamnagar,Salaya,11
Tamil Nadu,Salem,Salem,30
Uttar Pradesh,Deoria,Salempur,32
Goa,North Goa,Saligao,10
Karnataka,Udupi,Saligram,16
Uttar Pradesh,Rae Bareli,Salon,32
Rajasthan,Udaipur,Salumbar,28
Andhra Pradesh,Vizianagaram,Salur,1
Tamil Nadu,Coimbatore,Samalapuram,30
Haryana,Panipat,Samalkha,12
Andhra Pradesh,East Godavari,Samalkota,1
Punjab,Patiala,Samana,27
Bihar,Samastipur,Samastipur,4
Tamil Nadu,Coimbatore,Samathur,30
Jammu & Kashmir,Jammu,Samba,14
Orissa,Sambalpur,Sambalpur,25
Tamil Nadu,Tirunelveli,Sambavar Vadagarai,30
Uttar Pradesh,Moradabad,Sambhal,32
Delhi *,South West,Sambhalka,9
Rajasthan,Jaipur,Sambhar,28
Uttar Pradesh,Kannauj,Samdhan,32
Punjab,Ludhiana,Samrala,27
Uttar Pradesh,Jhansi,Samthar,32
Manipur,Thoubal & Imphal West,Samurou,21
Gujarat,Ahmadabad,Sanand,11
Punjab,Patiala,Sanaur,27
Madhya Pradesh,West Nimar,Sanawad,19
Madhya Pradesh,Raisen,Sanchi,19
Rajasthan,Jalor,Sanchore,28
Goa,South Goa,Sancoale,10
Uttar Pradesh,Hardoi,Sandi,32
Uttar Pradesh,Hardoi,Sandila,32
Maharashtra,Thane,Sandor,20
Karnataka,Bellary,Sandur,16
Maharashtra,Ahmadnagar,Sangamner,20
Andhra Pradesh,Medak,Sangareddy,1
Rajasthan,Hanumangarh,Sangaria,28
Punjab,Bathinda,Sangat,27
Maharashtra,Sangli,Sangli-Miraj & Kupwad,20
Rajasthan,Kota,Sangod,28
Maharashtra,Solapur,Sangole,20
Punjab,Sangrur,Sangrur,27
Goa,South Goa,Sanguem,10
Tamil Nadu,Coimbatore,Sankaramanallur,30
Tamil Nadu,Tirunelveli,Sankarankoil,30
Tamil Nadu,Viluppuram,Sankarapuram,30
Tamil Nadu,Salem,Sankari,30
Tamil Nadu,Tirunelveli,Sankarnagar,30
West Bengal,Barddhaman,Sankarpur,34
Karnataka,Belgaum,Sankeshwar,16
Haryana,Jhajjar,Sankhol,12
West Bengal,Haora,Sankrail,34
Delhi *,North West,Sanoth,9
Goa,North Goa,Sanquelim,10
Punjab,Jalandhar,Sansarpur,27
West Bengal,Nadia,Santipur,34
Himachal Pradesh,Una,Santokhgarh,13
West Bengal,Haora,Santoshpur,34
Gujarat,Panch Mahals,Santrampur,11
Goa,South Goa,Sanvordem,10
Goa,South Goa,Sao Jose-De-Areal,10
Assam,Dhubri,Sapatgram,3
Uttar Pradesh,Kaushambi,Sarai Aquil,32
Uttar Pradesh,Azamgarh,Sarai Mir,32
Jharkhand,Dhanbad,Saraidhela,15
Chhattisgarh,Mahasamund,Saraipali,6
Chhattisgarh,Raigarh,Sarangarh,6
Madhya Pradesh,Rajgarh,Sarangpur,19
Andhra Pradesh,Khammam,Sarapaka,1
Tamil Nadu,Coimbatore,Saravanampatti,30
Assam,Barpeta,Sarbhog,3
Tamil Nadu,Coimbatore,Sarcarsamakulam,30
Madhya Pradesh,Dhar,Sardarpur,19
Rajasthan,Churu,Sardarshahar,28
Uttar Pradesh,Meerut,Sardhana,32
Punjab,Mansa,Sardulgarh,27
West Bengal,Haora,Sarenga,34
Gujarat,Valsad,Sarigam Ina,11
Uttar Pradesh,Hamirpur,Sarila,32
Jharkhand,Purbi Singhbhum,Sarjamda,15
Himachal Pradesh,Mandi,Sarkaghat,13
Gujarat,Ahmadabad,Sarkhej-Okaf,11
Madhya Pradesh,Betul,Sarni,19
West Bengal,Barddhaman,Sarpi,34
Uttar Pradesh,Saharanpur,Sarsawan,32
Assam,Barpeta,Sarthebari,3
Assam,Golaghat,Sarupathar,3
Assam,Dibrugarh,Sarupathar Bengali,3
Rajasthan,Ajmer,Sarwar,28
Bihar,Rohtas,Sasaram,4
Haryana,Yamunanagar,Sasauli,12
Uttar Pradesh,Hathras,Sasni,32
Maharashtra,Chandrapur,Sasti,20
Maharashtra,Pune,Sasvad,20
Madhya Pradesh,Chhatarpur,Satai,19
Rajasthan,Kota,Satalkheri,28
Maharashtra,Nashik,Satana,20
Maharashtra,Satara,Satara,20
Tamil Nadu,Toothukudi,Sathankulam,30
Tamil Nadu,Tiruvanamalai,Sathiyavijayanagaram,30
Tamil Nadu,Vellore,Sathuvachari,30
Karnataka,Hassan,Sathyamangala,16
Tamil Nadu,Erode,Sathyamangalam,30
West Bengal,Nadia,Satigachha,34
Madhya Pradesh,Satna,Satna,19
Uttar Pradesh,Barabanki,Satrikh,32
Andhra Pradesh,Guntur,Sattenapalle,1
Tamil Nadu,Virudhunagar,Sattur,30
Madhya Pradesh,Dewas,Satwas,19
Jharkhand,Hazaribag,Saunda,15
Karnataka,Belgaum,Saundatti-Yellamma,16
Uttar Pradesh,Mathura,Saunkh,32
Uttar Pradesh,Kannauj,Saurikh,32
Madhya Pradesh,Chhindwara,Sausar,19
Karnataka,Haveri,Savanur,16
Gujarat,Amreli,Savarkundla,11
Maharashtra,Jalgaon,Savda,20
Maharashtra,Nagpur,Savner,20
Rajasthan,Sawai Madhopur,Sawai Madhopur,28
